Videocard Name,Passmark G3D Mark (higher is better),Rank (lower is better),Videocard Value (higher is better),Price (USD),GPU Link
Intel HD 610,693,1466,NA,NA,video_lookup.php?gpu=Intel+HD+610&id=3647
Intel HD 615,701,1461,NA,NA,video_lookup.php?gpu=Intel+HD+615&id=3593
Intel HD 630,1114,1160,NA,NA,video_lookup.php?gpu=Intel+HD+630&id=3540
Intel HD Family,463,1756,NA,NA,video_lookup.php?gpu=Intel+HD+Family&id=37
Intel HD Graphics 620,922,1273,NA,NA,video_lookup.php?gpu=Intel+HD+Graphics+620&id=3592
Intel HD manual-15.28-1861,62,2324,NA,NA,video_lookup.php?gpu=Intel+HD+manual-15.28-1861&id=3249
Intel HD manual-gen9_2015-133271,165,2058,NA,NA,video_lookup.php?gpu=Intel+HD+manual-gen9_2015-133271&id=3764
Intel HD Modded,112,2181,NA,NA,video_lookup.php?gpu=Intel+HD+Modded&id=3068
Intel HD P3000,280,1922,NA,NA,video_lookup.php?gpu=Intel+HD+P3000&id=962
Intel HD P4000,516,1692,NA,NA,video_lookup.php?gpu=Intel+HD+P4000&id=963
Intel HD P4600,505,1706,NA,NA,video_lookup.php?gpu=Intel+HD+P4600&id=2601
Intel HD P4600/P4700,631,1535,NA,NA,video_lookup.php?gpu=Intel+HD+P4600%2FP4700&id=2586
Intel HD P530,1161,1144,NA,NA,video_lookup.php?gpu=Intel+HD+P530&id=3385
Intel HD P630,1224,1115,NA,NA,video_lookup.php?gpu=Intel+HD+P630&id=3682
Intel Infoshock HD,193,2018,NA,NA,video_lookup.php?gpu=Intel+Infoshock+HD&id=3788
Intel Iris 5100,737,1427,NA,NA,video_lookup.php?gpu=Intel+Iris+5100&id=2692
Intel Iris 540,1261,1102,NA,NA,video_lookup.php?gpu=Intel+Iris+540&id=3366
Intel Iris 550,1437,1045,NA,NA,video_lookup.php?gpu=Intel+Iris+550&id=3437
Intel Iris 6100,901,1286,NA,NA,video_lookup.php?gpu=Intel+Iris+6100&id=3164
Intel Iris 650,1432,1048,NA,NA,video_lookup.php?gpu=Intel+Iris+650&id=3790
Intel Iris Plus,1807,915,NA,NA,video_lookup.php?gpu=Intel+Iris+Plus&id=4120
Intel Iris Plus 640,1357,1074,NA,NA,video_lookup.php?gpu=Intel+Iris+Plus+640&id=3696
Intel Iris Plus 645,1749,929,NA,NA,video_lookup.php?gpu=Intel+Iris+Plus+645&id=4162
Intel Iris Plus 650,1606,982,NA,NA,video_lookup.php?gpu=Intel+Iris+Plus+650&id=3718
Intel Iris Plus 655,1720,939,NA,NA,video_lookup.php?gpu=Intel+Iris+Plus+655&id=3961
Intel Iris Pro 5200,1179,1134,NA,NA,video_lookup.php?gpu=Intel+Iris+Pro+5200&id=2562
Intel Iris Pro 580,1999,845,NA,NA,video_lookup.php?gpu=Intel+Iris+Pro+580&id=3481
Intel Iris Pro 6100,925,1272,NA,NA,video_lookup.php?gpu=Intel+Iris+Pro+6100&id=3167
Intel Iris Pro Graphics 6200,1529,1014,NA,NA,video_lookup.php?gpu=Intel+Iris+Pro+Graphics+6200&id=3258
Intel Iris Pro P580,1845,899,NA,NA,video_lookup.php?gpu=Intel+Iris+Pro+P580&id=3436
Intel Iris Pro P6300,1596,988,NA,NA,video_lookup.php?gpu=Intel+Iris+Pro+P6300&id=3542
Intel Iris Xe,2668,686,NA,NA,video_lookup.php?gpu=Intel+Iris+Xe&id=4265
Intel Iris Xe MAX,1971,856,NA,NA,video_lookup.php?gpu=Intel+Iris+Xe+MAX&id=4502
Intel Iris Xe MAX 100,1964,860,NA,NA,video_lookup.php?gpu=Intel+Iris+Xe+MAX+100&id=4740
Intel Media Accelerator,32,2441,NA,NA,video_lookup.php?gpu=Intel+Media+Accelerator&id=3261
Intel Media Accelerator 3150,2,2639,NA,NA,video_lookup.php?gpu=Intel+Media+Accelerator+3150&id=953
Intel Media Accelerator 500,3,2622,NA,NA,video_lookup.php?gpu=Intel+Media+Accelerator+500&id=954
Intel Media Accelerator 600,6,2539,NA,NA,video_lookup.php?gpu=Intel+Media+Accelerator+600&id=956
Intel Media Accelerator HD,106,2195,NA,NA,video_lookup.php?gpu=Intel+Media+Accelerator+HD&id=957
Intel Poison Ivy,738,1423,NA,NA,video_lookup.php?gpu=Intel+Poison+Ivy&id=4063
Intel Q33 Express,7,2536,NA,NA,video_lookup.php?gpu=Intel+Q33+Express&id=967
Intel Q35 Embedded,8,2525,NA,NA,video_lookup.php?gpu=Intel+Q35+Embedded&id=778
Intel Q35 Express,66,2315,NA,NA,video_lookup.php?gpu=Intel+Q35+Express&id=968
Intel Q45/Q43 Express Chipset,200,2009,NA,NA,video_lookup.php?gpu=Intel+Q45%2FQ43+Express+Chipset&id=971
Intel Q45/Q43 Express-Chipsatz,57,2339,NA,NA,video_lookup.php?gpu=Intel+Q45%2FQ43+Express-Chipsatz&id=973
Intel Q965/Q963 Express,138,2104,NA,NA,video_lookup.php?gpu=Intel+Q965%2FQ963+Express&id=974
Intel Skylake HD DT GT2,576,1611,NA,NA,video_lookup.php?gpu=Intel+Skylake+HD+DT+GT2&id=3135
Intel UHD 630,614,1561,NA,NA,video_lookup.php?gpu=Intel+UHD+630&id=5100
Intel UHD Graphics,1494,1029,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics&id=3950
Intel UHD Graphics 600,318,1891,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+600&id=3876
Intel UHD Graphics 605,368,1842,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+605&id=3861
Intel UHD Graphics 610,696,1464,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+610&id=3910
Intel UHD Graphics 615,723,1437,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+615&id=4006
Intel UHD Graphics 617,855,1314,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+617&id=4051
Intel UHD Graphics 620,1041,1198,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+620&id=3805
Intel UHD Graphics 630,1236,1110,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+630&id=3826
Intel UHD Graphics 710,1083,1175,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+710&id=4505
Intel UHD Graphics 730,1574,997,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+730&id=4379
Intel UHD Graphics 750,1724,938,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+750&id=4378
Intel UHD Graphics 770,1909,877,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+770&id=4473
Intel UHD Graphics P630,2084,820,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+P630&id=3924
Intel UHD Graphics P750,1662,959,NA,NA,video_lookup.php?gpu=Intel+UHD+Graphics+P750&id=4410
Intel US15 Embedded Media and Controller,7,2535,NA,NA,video_lookup.php?gpu=Intel+US15+Embedded+Media+and+Controller&id=3301
ION,108,2191,0.47,$229.99*,video_lookup.php?gpu=ION&id=1515
ION LE,97,2222,NA,NA,video_lookup.php?gpu=ION+LE&id=1516
L4,6006,373,NA,NA,video_lookup.php?gpu=L4&id=4922
L4-1Q,258,1944,NA,NA,video_lookup.php?gpu=L4-1Q&id=5788
L4-2Q,5723,387,NA,NA,video_lookup.php?gpu=L4-2Q&id=5834
L4-4Q,4926,458,NA,NA,video_lookup.php?gpu=L4-4Q&id=5526
L4-6Q,4473,497,NA,NA,video_lookup.php?gpu=L4-6Q&id=5747
L40,22466,51,NA,NA,video_lookup.php?gpu=L40&id=4885
L40-8Q,11670,203,NA,NA,video_lookup.php?gpu=L40-8Q&id=5102
L40S,20022,64,NA,NA,video_lookup.php?gpu=L40S&id=5017
M860G with Mobility Radeon 4100,75,2282,NA,NA,video_lookup.php?gpu=M860G+with+Mobility+Radeon+4100&id=248
M880G with Mobility Radeon HD 4200,92,2236,NA,NA,video_lookup.php?gpu=M880G+with+Mobility+Radeon+HD+4200&id=249
M880G with Mobility Radeon HD 4225,71,2293,NA,NA,video_lookup.php?gpu=M880G+with+Mobility+Radeon+HD+4225&id=250
M880G with Mobility Radeon HD 4250,104,2204,NA,NA,video_lookup.php?gpu=M880G+with+Mobility+Radeon+HD+4250&id=121
Master X3100 Driver,10,2517,NA,NA,video_lookup.php?gpu=Master+X3100+Driver&id=3677
Matrox C420 LP PCIe x16,597,1578,NA,NA,video_lookup.php?gpu=Matrox+C420+LP+PCIe+x16&id=3187
Matrox C680 PCIe x16,1903,878,NA,NA,video_lookup.php?gpu=Matrox+C680+PCIe+x16&id=3054
Matrox C900 PCIe x16,1812,913,NA,NA,video_lookup.php?gpu=Matrox+C900+PCIe+x16&id=3579
Matrox G200e WDDM 1.2,59,2331,NA,NA,video_lookup.php?gpu=Matrox+G200e+WDDM+1.2&id=2674
Matrox G200e WDDM 2.0,100,2217,NA,NA,video_lookup.php?gpu=Matrox+G200e+WDDM+2.0&id=3887
Matrox G200eh,40,2397,NA,NA,video_lookup.php?gpu=Matrox+G200eh&id=2705
Matrox G200eh WDDM 1.2,51,2349,NA,NA,video_lookup.php?gpu=Matrox+G200eh+WDDM+1.2&id=2942
Matrox G200eh WDDM 2.0,46,2372,NA,NA,video_lookup.php?gpu=Matrox+G200eh+WDDM+2.0&id=3723
Matrox G200eR,36,2417,NA,NA,video_lookup.php?gpu=Matrox+G200eR&id=2673
Matrox G200eR WDDM 1.2,45,2376,NA,NA,video_lookup.php?gpu=Matrox+G200eR+WDDM+1.2&id=2919
Matrox G200eR WDDM 2.0,67,2309,NA,NA,video_lookup.php?gpu=Matrox+G200eR+WDDM+2.0&id=3692
Matrox G200eW,39,2402,NA,NA,video_lookup.php?gpu=Matrox+G200eW&id=998
Matrox G200eW WDDM 1.2,50,2359,NA,NA,video_lookup.php?gpu=Matrox+G200eW+WDDM+1.2&id=2823
Matrox G200eW3 WDDM 2.0,89,2246,NA,NA,video_lookup.php?gpu=Matrox+G200eW3+WDDM+2.0&id=3847
Matrox LUMA A310,3690,557,NA,NA,video_lookup.php?gpu=Matrox+LUMA+A310&id=4882
Matrox LUMA A310F,3873,540,NA,NA,video_lookup.php?gpu=Matrox+LUMA+A310F&id=4881
Matrox LUMA A380P,5811,381,NA,NA,video_lookup.php?gpu=Matrox+LUMA+A380P&id=4993
Matrox M9120 PCIe x16,19,2489,NA,NA,video_lookup.php?gpu=Matrox+M9120+PCIe+x16&id=1001
Matrox M9120 Plus LP PCIe x16,25,2467,NA,NA,video_lookup.php?gpu=Matrox+M9120+Plus+LP+PCIe+x16&id=1003
Matrox M9125 PCIe x16,25,2469,NA,NA,video_lookup.php?gpu=Matrox+M9125+PCIe+x16&id=1004
Matrox M9128 LP PCIe x16,31,2446,NA,NA,video_lookup.php?gpu=Matrox+M9128+LP+PCIe+x16&id=1005
Matrox M9138 LP PCIe x16,42,2388,NA,NA,video_lookup.php?gpu=Matrox+M9138+LP+PCIe+x16&id=1006
Matrox M9140 LP PCIe x16,23,2480,NA,NA,video_lookup.php?gpu=Matrox+M9140+LP+PCIe+x16&id=1007
Matrox M9148 LP PCIe x16,40,2399,NA,NA,video_lookup.php?gpu=Matrox+M9148+LP+PCIe+x16&id=1008
Matrox M9188 ATX PCIe x16,45,2375,NA,NA,video_lookup.php?gpu=Matrox+M9188+ATX+PCIe+x16&id=4757
Matrox Millennium P650 PCIe 128,5,2567,NA,NA,video_lookup.php?gpu=Matrox+Millennium+P650+PCIe+128&id=1032
Matrox Millennium P690 PCIe x16,366,1844,NA,NA,video_lookup.php?gpu=Matrox+Millennium+P690+PCIe+x16&id=1036
Matrox Millennium P690 Plus LP PCIe x16,6,2541,NA,NA,video_lookup.php?gpu=Matrox+Millennium+P690+Plus+LP+PCIe+x16&id=1038
Matrox Parhelia 128MB,3,2624,0.01,$393.99*,video_lookup.php?gpu=Matrox+Parhelia+128MB&id=1040
Matrox Parhelia 256MB,9,2519,NA,NA,video_lookup.php?gpu=Matrox+Parhelia+256MB&id=1041
Matrox Parhelia APVe,5,2560,NA,NA,video_lookup.php?gpu=Matrox+Parhelia+APVe&id=1042
MEDION RADEON 9800 XXL,71,2292,NA,NA,video_lookup.php?gpu=MEDION+RADEON+9800+XXL&id=1055
MEDION RADEON X740XL,94,2230,NA,NA,video_lookup.php?gpu=MEDION+RADEON+X740XL&id=1057
Meta Virtual Monitor,6977,330,NA,NA,video_lookup.php?gpu=Meta+Virtual+Monitor&id=5018
Mi Pad 5 Adreno 640 GPU,657,1501,NA,NA,video_lookup.php?gpu=Mi+Pad+5+Adreno+640+GPU&id=4915
MIRRORV3,1080,1177,NA,NA,video_lookup.php?gpu=MIRRORV3&id=4118
Mobile Intel - famiglia Express Chipset 45,38,2407,NA,NA,video_lookup.php?gpu=Mobile+Intel+-+famiglia+Express+Chipset+45&id=1068
Mobile Intel 4 Express-Chipsatzfamilie,44,2382,NA,NA,video_lookup.php?gpu=Mobile+Intel+4+Express-Chipsatzfamilie&id=2477
Mobile Intel 45 Express,41,2391,NA,NA,video_lookup.php?gpu=Mobile+Intel+45+Express&id=1060
Mobile Intel 45 Express-Chipsatzfamilie,117,2162,NA,NA,video_lookup.php?gpu=Mobile+Intel+45+Express-Chipsatzfamilie&id=1072
Mobile Intel 915GM/GMS/910GML Express,1,2666,NA,NA,video_lookup.php?gpu=Mobile+Intel+915GM%2FGMS%2F910GML+Express&id=2393
Mobile Intel 945 Express,1,2667,NA,NA,video_lookup.php?gpu=Mobile+Intel+945+Express&id=1062
Mobile Intel 945GM Express,5,2555,NA,NA,video_lookup.php?gpu=Mobile+Intel+945GM+Express&id=1083
Mobile Intel 945GM/GU Express,5,2568,NA,NA,video_lookup.php?gpu=Mobile+Intel+945GM%2FGU+Express&id=1085
Mobile Intel 965 Express,46,2371,NA,NA,video_lookup.php?gpu=Mobile+Intel+965+Express&id=1066
Mobile Intel 965 Express - BR-0907-0461 v1839,8,2527,NA,NA,video_lookup.php?gpu=Mobile+Intel+965+Express+-+BR-0907-0461+v1839&id=3509
Mobile Intel 965 Express-Chipsatzfamilie,24,2477,NA,NA,video_lookup.php?gpu=Mobile+Intel+965+Express-Chipsatzfamilie&id=2916
Mobile Intel HD,244,1959,0.51,$479.98*,video_lookup.php?gpu=Mobile+Intel+HD&id=1088
Mobile Intel serie 4 Express,44,2381,NA,NA,video_lookup.php?gpu=Mobile+Intel+serie+4+Express&id=2460
Mobile Intel965 Express,17,2499,NA,NA,video_lookup.php?gpu=Mobile+Intel965+Express&id=3948
MOBILITY FIREGL 7800,4,2581,NA,NA,video_lookup.php?gpu=MOBILITY+FIREGL+7800&id=446
MOBILITY FIREGL T2,40,2395,NA,NA,video_lookup.php?gpu=MOBILITY+FIREGL+T2&id=448
MOBILITY FIREGL T2/T2e,33,2434,NA,NA,video_lookup.php?gpu=MOBILITY+FIREGL+T2%2FT2e&id=449
MOBILITY FireGL V3200,62,2326,NA,NA,video_lookup.php?gpu=MOBILITY+FireGL+V3200&id=451
MOBILITY FireGL V5000,81,2267,NA,NA,video_lookup.php?gpu=MOBILITY+FireGL+V5000&id=452
MOBILITY FireGL V5200,44,2378,NA,NA,video_lookup.php?gpu=MOBILITY+FireGL+V5200&id=99
MOBILITY FireGL V5250,27,2458,NA,NA,video_lookup.php?gpu=MOBILITY+FireGL+V5250&id=453
Mobility FireGL V5725,219,1986,NA,NA,video_lookup.php?gpu=Mobility+FireGL+V5725&id=455
MOBILITY IGP 9000/9100,10,2518,NA,NA,video_lookup.php?gpu=MOBILITY+IGP+9000%2F9100&id=459
Mobility Radeon 4100,81,2272,NA,NA,video_lookup.php?gpu=Mobility+Radeon+4100&id=462
MOBILITY RADEON 7000 IGP,6,2547,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+7000+IGP&id=463
MOBILITY RADEON 7500,3,2618,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+7500&id=464
MOBILITY RADEON 9000,3,2628,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9000&id=465
MOBILITY RADEON 9000 IGP,7,2530,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9000+IGP&id=466
MOBILITY RADEON 9000/9100 IGP,5,2559,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9000%2F9100+IGP&id=467
MOBILITY RADEON 9100 IGP,2,2638,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9100+IGP&id=468
MOBILITY RADEON 9200,3,2637,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9200&id=469
MOBILITY RADEON 9550,30,2452,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9550&id=2325
MOBILITY RADEON 9600,36,2421,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9600&id=471
MOBILITY RADEON 9600 PRO TURBO,24,2473,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9600+PRO+TURBO&id=472
MOBILITY RADEON 9600/9700,39,2405,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9600%2F9700&id=473
MOBILITY RADEON 9700,27,2457,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9700&id=474
MOBILITY RADEON 9800,46,2373,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+9800&id=476
Mobility Radeon HD 2300,50,2356,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+2300&id=75
Mobility Radeon HD 2400,89,2245,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+2400&id=147
Mobility Radeon HD 2400 XT,102,2211,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+2400+XT&id=478
Mobility Radeon HD 2600,167,2054,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+2600&id=65
Mobility Radeon HD 2600 XT,191,2021,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+2600+XT&id=479
Mobility Radeon HD 3400 Serisi,111,2184,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3400+Serisi&id=2893
Mobility Radeon HD 3410,62,2323,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3410&id=482
Mobility Radeon HD 3430,98,2221,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3430&id=483
Mobility Radeon HD 3450,91,2243,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3450&id=484
Mobility Radeon HD 3470,93,2233,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3470&id=485
Mobility Radeon HD 3470 Hybrid X2,93,2232,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3470+Hybrid+X2&id=486
Mobility Radeon HD 3650,141,2092,1.93,$73.53*,video_lookup.php?gpu=Mobility+Radeon+HD+3650&id=487
Mobility Radeon HD 3670,232,1969,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3670&id=488
Mobility Radeon HD 3850,365,1846,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3850&id=489
Mobility Radeon HD 3870,547,1651,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3870&id=490
Mobility Radeon HD 3870 X2,477,1733,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+3870+X2&id=491
Mobility Radeon HD 4200,90,2244,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4200&id=493
Mobility Radeon HD 4225,66,2317,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4225&id=494
Mobility Radeon HD 4250,98,2219,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4250&id=495
Mobility Radeon HD 4270,92,2235,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4270&id=496
Mobility Radeon HD 4300 Serisi,73,2288,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4300+Serisi&id=2753
Mobility Radeon HD 4330,135,2111,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4330&id=497
Mobility Radeon HD 4350,148,2076,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4350&id=498
Mobility Radeon HD 4550,191,2023,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4550&id=502
Mobility Radeon HD 4570,149,2073,1.97,$75.90*,video_lookup.php?gpu=Mobility+Radeon+HD+4570&id=503
Mobility Radeon HD 4650,401,1815,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4650&id=504
Mobility Radeon HD 4670,463,1757,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4670&id=505
Mobility Radeon HD 4830,511,1694,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4830&id=506
Mobility Radeon HD 4850,866,1307,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4850&id=507
Mobility Radeon HD 4870,719,1441,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+4870&id=148
Mobility Radeon HD 5000,773,1388,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5000&id=2153
Mobility Radeon HD 5000 Serisi,478,1728,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5000+Serisi&id=2516
Mobility Radeon HD 5165,284,1917,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5165&id=511
Mobility Radeon HD 530v,174,2037,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+530v&id=512
Mobility Radeon HD 540v,188,2025,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+540v&id=514
Mobility Radeon HD 5430,181,2027,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5430&id=515
Mobility Radeon HD 5450,214,1993,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5450&id=516
Mobility Radeon HD 545v,199,2011,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+545v&id=517
Mobility Radeon HD 5470,236,1966,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5470&id=58
Mobility Radeon HD 550v,266,1935,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+550v&id=518
Mobility Radeon HD 5570,525,1680,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5570&id=519
Mobility Radeon HD 560v,318,1890,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+560v&id=520
Mobility Radeon HD 5650,443,1779,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5650&id=521
Mobility Radeon HD 565v,353,1855,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+565v&id=522
Mobility Radeon HD 5730,507,1702,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5730&id=149
Mobility Radeon HD 5850,763,1400,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5850&id=525
Mobility Radeon HD 5870,1091,1171,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+5870&id=526
Mobility Radeon HD serie 4200,96,2226,NA,NA,video_lookup.php?gpu=Mobility+Radeon+HD+serie+4200&id=2644
Mobility Radeon X1300,39,2403,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X1300&id=531
Mobility Radeon X1350,39,2401,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X1350&id=532
Mobility Radeon X1400,42,2385,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X1400&id=533
Mobility Radeon X1450,33,2437,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X1450&id=535
Mobility Radeon X1600,92,2238,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X1600&id=536
Mobility Radeon X1700,104,2201,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X1700&id=537
MOBILITY RADEON X1800,130,2123,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+X1800&id=538
Mobility Radeon X1900,134,2112,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X1900&id=539
Mobility Radeon X2300,48,2366,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X2300&id=111
Mobility Radeon X2300 HD,48,2365,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X2300+HD&id=1097
Mobility Radeon X2500,81,2266,NA,NA,video_lookup.php?gpu=Mobility+Radeon+X2500&id=540
MOBILITY RADEON X300,33,2433,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+X300&id=542
MOBILITY RADEON X600,50,2358,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+X600&id=543
MOBILITY RADEON X600 SE,49,2361,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+X600+SE&id=544
MOBILITY RADEON X700,66,2313,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+X700&id=545
MOBILITY RADEON X700 XL,59,2328,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+X700+XL&id=546
MOBILITY RADEON XPRESS 200,27,2461,NA,NA,video_lookup.php?gpu=MOBILITY+RADEON+XPRESS+200&id=548
Mobility Radeon. HD 5470,215,1992,NA,NA,video_lookup.php?gpu=Mobility+Radeon.+HD+5470&id=2488
MOBILITY/RADEON 9000,4,2601,NA,NA,video_lookup.php?gpu=MOBILITY%2FRADEON+9000&id=551
MONSTER GeForce GTX 675M,2637,690,NA,NA,video_lookup.php?gpu=MONSTER+GeForce+GTX+675M&id=2470
MxGPU,1282,1093,NA,NA,video_lookup.php?gpu=MxGPU&id=3640
N16P-GX,1204,1123,NA,NA,video_lookup.php?gpu=N16P-GX&id=3199
N18E-Q1,2525,712,NA,NA,video_lookup.php?gpu=N18E-Q1&id=3928
nForce 750a SLI,83,2262,NA,NA,video_lookup.php?gpu=nForce+750a+SLI&id=1530
nForce 760i SLI,140,2098,NA,NA,video_lookup.php?gpu=nForce+760i+SLI&id=1531
nForce 780a SLI,92,2239,NA,NA,video_lookup.php?gpu=nForce+780a+SLI&id=1532
nForce 980a/780a SLI,81,2269,NA,NA,video_lookup.php?gpu=nForce+980a%2F780a+SLI&id=1533
NV44,15,2503,NA,NA,video_lookup.php?gpu=NV44&id=1536
NVIDIA A10,22064,55,NA,NA,video_lookup.php?gpu=NVIDIA+A10&id=4632
NVIDIA A10-4Q,2983,641,NA,NA,video_lookup.php?gpu=NVIDIA+A10-4Q&id=4521
NVIDIA A10G,17660,86,NA,NA,video_lookup.php?gpu=NVIDIA+A10G&id=4546
NVIDIA A40,14664,137,NA,NA,video_lookup.php?gpu=NVIDIA+A40&id=4551
NVIDIA A40-12Q,4145,521,NA,NA,video_lookup.php?gpu=NVIDIA+A40-12Q&id=4523
NVIDIA A40-8Q,4437,503,NA,NA,video_lookup.php?gpu=NVIDIA+A40-8Q&id=4655
NVIDIA GeForce3 Ti200,5,2557,NA,NA,video_lookup.php?gpu=NVIDIA+GeForce3+Ti200&id=1150
NVIDIA TITAN X,13659,149,22.46,$608.10*,video_lookup.php?gpu=NVIDIA+TITAN+X&id=3554
NVIDIA TITAN Xp,18843,79,11.45,"$1,645.00*",video_lookup.php?gpu=NVIDIA+TITAN+Xp&id=3728
NVS 2100M,139,2099,NA,NA,video_lookup.php?gpu=NVS+2100M&id=1537
NVS 300,121,2151,1.93,$62.97*,video_lookup.php?gpu=NVS+300&id=1538
NVS 310,263,1938,4.24,$62.06*,video_lookup.php?gpu=NVS+310&id=2195
NVS 3100M,118,2159,NA,NA,video_lookup.php?gpu=NVS+3100M&id=1539
NVS 315,317,1892,4.54,$69.99*,video_lookup.php?gpu=NVS+315&id=2808
NVS 4200M,297,1904,0.74,$399.00*,video_lookup.php?gpu=NVS+4200M&id=117
NVS 510,685,1473,6.12,$111.99*,video_lookup.php?gpu=NVS+510&id=2228
NVS 5100M,199,2010,NA,NA,video_lookup.php?gpu=NVS+5100M&id=1540
NVS 5200M,506,1704,NA,NA,video_lookup.php?gpu=NVS+5200M&id=2158
NVS 5400M,621,1548,NA,NA,video_lookup.php?gpu=NVS+5400M&id=1541
NVS 810,1190,1131,1.90,$624.99*,video_lookup.php?gpu=NVS+810&id=3428
OPAL XT/GL,1053,1189,NA,NA,video_lookup.php?gpu=OPAL+XT%2FGL&id=3291
